,kita_name,kita_address,kita_spots,plz
967,kita alte druckerei,"22761 Hamburg, Luruper Chaussee 125",0,22761
968,kinderstadt kita altona,"22761 Hamburg, Ruhrstraße 18b",98,22761
969,kidspace - kita und mehr,"22761 Hamburg, Paul-Dessau-Straße 3g",180,22761
970,kinderstadt kita altona ii,"22761 Hamburg, Ruhrstraße 18 a",46,22761
971,kita johann-mohr-weg,"22763 Hamburg, Johann-Mohr-Weg 23",0,22763
972,kita behringstraße,"22763 Hamburg, Behringstraße 82 a",0,22763
973,ev. ansgar-kindergarten griegstraße 1a,"22763 Hamburg, Griegstraße 1a",23,22763
974,kita tabita an der kreuzkirche,"22763 Hamburg, Hohenzollernring 67",115,22763
975,kath. kindertagesstätte st. marien,"22763 Hamburg, Bei der Reitbahn 6",120,22763
976,freie kindergärten elbvororte e.v.,"22763 Hamburg, Friedensallee 271",110,22763
977,kindergarten susettestraße e.v.,"22763 Hamburg, Susettestraße 11",34,22763
978,kinderladen ringelsocke,"22763 Hamburg, Holstentwiete 54-56",36,22763
979,kita elbtunnelkids an der asklepios klinik altona,"22763 Hamburg, Paul-Ehrlich-Straße 1",0,22763
980,kindergarten `die villa´,"22763 Hamburg, Friedensallee 118",0,22763
981,kinderladen rotznasen,"22763 Hamburg, Fischers Allee 11",60,22763
982,kita kindergarten holstentwiete,"22763 Hamburg, Holstentwiete 26",0,22763
983,kita  marzipanfabrik,"22763 Hamburg, Griegstraße 75  Haus 24 A",0,22763
984,mein lieb kindergarten,"22763 Hamburg, Eulenstr. 74",16,22763
985,kita wurzelkids,"22763 Hamburg, Große Brunnenstraße 13",0,22763
986,lorenzini kunst-kita (friedensallee),"22763 Hamburg, Friedensallee 260",72,22763
987,kinderzimmer marmeladen­fabrik,"22763 Hamburg, Friesenweg 2c",0,22763
988,waldorfkindergarten altona - mercado,"22765 Hamburg, Große Rainstraße 22",35,22765
989,kita eulenstraße,"22765 Hamburg, Eulenstraße 31",0,22765
990,kita ottenser hauptstraße,"22765 Hamburg, Ottenser Hauptstr. 61 a+b",36,22765
991,kita zeiseweg,"22765 Hamburg, Zeiseweg 15",0,22765
992,kindertagesstätte an der christianskirche,"22765 Hamburg, Ottenser Marktplatz 8",90,22765
993,regenbogenkinder der ev.-freik. gemeinde hamburg-altona,"22765 Hamburg, Suttnerstraße 18",31,22765
994,kindertagesstätte an der osterkirche,"22765 Hamburg, Zeißstraße 71",80,22765
995,spielhaus zeiseweg,"22765 Hamburg, Zeiseweg 17",0,22765
996,kinderhaus kunterbunt e.v.,"22765 Hamburg, Friedensallee 7-9",55,22765
997,babyladen ringelsocke,"22765 Hamburg, Rothestraße 36",14,22765
998,kita bahrenfelder straße,"22765 Hamburg, Völckersstraße 42 a",0,22765
999,kita elbtosse,"22765 Hamburg, Haubachstraße 16",21,22765
1000,kita die schatztruhe e.v.,"22765 Hamburg, Lobuschstraße 9 -11",46,22765
1001,kindergarten filefant,"22765 Hamburg, Nöltingstraße 31",19,22765
1002,kinderhaus in der chocoladenfabrik,"22765 Hamburg, Winterstraße 11",92,22765
1003,kinderhaus mottenlos,"22765 Hamburg, Kirchentwiete 3-5",96,22765
1004,kinderhaus planckstraße,"22765 Hamburg, Planckstraße 11 a",0,22765
1005,kinderkrippe nesthäkchen,"22765 Hamburg, Behringstraße 21",28,22765
1006,kinderladen donnerlüttchen,"22765 Hamburg, Behringstraße 11",36,22765
1007,kita kleine rainstraße 17,"22765 Hamburg, Kleine Rainstraße 17-19",52,22765
1008,kindertagesstätte krokophantsie,"22765 Hamburg, Max-Brauer-Allee 186",45,22765
1009,kita kurz und klein,"22765 Hamburg, Nöltingstraße 80",34,22765
1010,kita küstenkindern,"22765 Hamburg, Holstenstraße 156",90,22765
1011,kita mottenkiste,"22765 Hamburg, Am Born 6 a",0,22765
1012,kinderladen panini,"22765 Hamburg, Am Felde 2",20,22765
1013,kita `villa vivendi´ altona,"22765 Hamburg, Holstenstraße 168",0,22765
1014,kita wiwawuschel,"22765 Hamburg, Max-Brauer-Allee 191",26,22765
1015,kindertreff motte,"22765 Hamburg, Rothestrasse 46a",0,22765
1016,internationaler kinderladen,"22767 Hamburg, Jessenstraße 10",60,22767
1017,asb kita lerche,"22767 Hamburg, Lerchenstraße 77",54,22767
1018,asb kita wilde schmuddelkinder,"22767 Hamburg, Wohlers Allee 36 a",35,22767
1019,awo kita brunnenhof,"22767 Hamburg, Paul-Roosen-Straße 24",50,22767
1020,kita hospitalstraße,"22767 Hamburg, Hospitalstraße 109",0,22767
1021,kita scheplerstraße,"22767 Hamburg, Scheplerstraße  5",0,22767
1022,kita struenseestraße,"22767 Hamburg, Struenseestraße 56",0,22767
1023,kindertagesstätte friedenskirche altona,"22767 Hamburg, Otzenstraße 2a",0,22767
1024,ev. kindergarten st. petri-altona,"22767 Hamburg, Schillerstraße 22",22,22767
1025,kath. kindertagesstätte st. joseph,"22767 Hamburg, Simon-von-Utrecht-Straße113",85,22767
1026,kath.kindergarten st.theresien,"22767 Hamburg, Wohlers Allee 40",55,22767
1027,kindergarten papillon e.v.,"22767 Hamburg, Wohlers Allee 74",30,22767
1028,waldorfkindergarten altona - blücherstraße,"22767 Hamburg, Blücherstraße 35",35,22767
1029,die kobolde e.v.,"22767 Hamburg, Eschelsweg 21",18,22767
1030,kita emily,"22767 Hamburg, Bernstorffstraße 95-97",0,22767
1031,kindertagesheim kleine hexe,"22767 Hamburg, Königstraße 11 a",0,22767
1032,kita in der louise schroeder schule,"22767 Hamburg, Thedestraße 102",0,22767
1033,kinderclub chamäleon,"22767 Hamburg, Chemnitzstraße 82",60,22767
1034,kinderhaus goethestraße,"22767 Hamburg, Goethestraße 27",0,22767
1035,kinderhaus wohlers allee,"22767 Hamburg, Wohlers Allee 60",0,22767
1036,kindergarten schaukelpferd e.v.,"22767 Hamburg, Gilbertstraße 47",82,22767
1037,kindergarten `kratzbürsten´,"22767 Hamburg, Alte Königstraße 15",0,22767
1038,krippe `mini kratzbürsten´,"22767 Hamburg, Schillerstraße 11",30,22767
1039,kita paula und max im august-lütgens-park,"22767 Hamburg, Holstenstraße 108",40,22767
1040,kita paula und max (oelkersallee),"22767 Hamburg, Oelkersallee 3-5",0,22767
1041,"kita sonne, mond & sterne","22767 Hamburg, Virchowstraße 78 a",39,22767
1042,kita taka-tuka-land hamburg,"22767 Hamburg, Blücherstraße 11",0,22767
1043,kita thedestraße,"22767 Hamburg, Thedestraße 67",0,22767
1044,kindertagesstätte pas gerritstrasse,"22767 Hamburg, Gerritstrasse 9",40,22767
1045,kita schilleroper,"22767 Hamburg, Lerchenstraße 28",68,22767
1046,spielhaus alsenpark,"22769 Hamburg, Alsenstraße 33",0,22769
1047,waldorfkindergarten schanzenviertel,"22769 Hamburg, Heinrichstrasse 14A",47,22769
1048,christian morgenstern kindergarten,"22769 Hamburg, Heinrichstraße 14 a",69,22769
1049,kita koldingstraße,"22769 Hamburg, Koldingstraße 19",0,22769
1050,kita mennonitenstraße,"22769 Hamburg, Mennonitenstr. 5",0,22769
1051,ev. kindergarten paulus,"22769 Hamburg, Bei der Pauluskirche 1",20,22769
1052,kinderladen tüdelband,"22769 Hamburg, Lippmannstraße 7",40,22769
1053,kunst kita `der kleine prinz´,"22769 Hamburg, Oelkersallee 44",26,22769
1054,kita pippi langstrumpf e.v.,"22769 Hamburg, Juliusstraße 11",0,22769
1055,kita schmuddelkinder `babyhaus´,"22769 Hamburg, Heinrichstraße 19",30,22769
1056,türkisch-deutscher kindergarten,"22769 Hamburg, Eimsbütteler Straße 39",52,22769
1057,kita villa wackelzahn,"22769 Hamburg, Waterloostraße 6",0,22769
1058,lorenzini kunst-kita (stresemannstrasse),"22769 Hamburg, Stresemannstrasse 52",90,22769
1059,lorenzini kunst-kita (krippe),"22769 Hamburg, Sommerhuder Straße 35a",30,22769
