,kita_name,kita_address,kita_spots
646,kita erich-ziegel-ring,"22309 Hamburg, Erich-Ziegel-Ring 28","<a href=""../hamburg/22309/fritz-flinte-ring98.php"" target=""_blank"" title=""Kita ansehen""><b>kita fritz-flinte-ring</b></a>"
647,kita fritz-flinte-ring,"22309 Hamburg, Fritz-Flinte-Ring 98","<a href=""../hamburg/22309/gropiusring41.php"" target=""_blank"" title=""Kita ansehen""><b>kita gropiusring</b></a>"
648,kita gropiusring,"22309 Hamburg, Gropiusring 41","<a href=""../hamburg/22309/steilshooperallee30.php"" target=""_blank"" title=""Kita ansehen""><b>kita steilshooper allee</b></a>"
649,kita steilshooper allee,"22309 Hamburg, Steilshooper Allee 30","<a href=""../hamburg/22309/edwin-scharff-ring43.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindertagesstätte martin-luther-king</b></a>"
650,ev. kindertagesstätte martin-luther-king,"22309 Hamburg, Edwin-Scharff-Ring 43",0
651,kita georg-raloff-ring,"22309 Hamburg, Georg-Raloff-Ring 11",50
652,kath. kindertagestätte st. johannis,"22309 Hamburg, Gründgensstraße 32",60
653,integrative kita noldering,"22309 Hamburg, Noldering 35",70
654,kindergarten natur - wichtel,"22309 Hamburg, Fritz-Flinte-Ring 25",18
655,kindertagesstätte ´löwenzahn`,"22309 Hamburg, Gropiusring 44","<a href=""../hamburg/22309/gustav-seitz-weg4.php"" target=""_blank"" title=""Kita ansehen""><b>kita pusteblume (gustav-seitz- weg)</b></a>"
656,kita pusteblume (gustav-seitz- weg),"22309 Hamburg, Gustav-Seitz- Weg 4",28
657,kindertagesstätte ´löwenzahn`,"22309 Hamburg, Erich-Ziegel-Ring 43 a","<a href=""../hamburg/22309/fritz-flinte-ring22c.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte ´löwenzahn`</b></a>"
658,kindertagesstätte ´löwenzahn`,"22309 Hamburg, Fritz-Flinte-Ring 22 c","<a href=""../hamburg/22309/fuhlsbuettler_strasse405.php"" target=""_blank"" title=""Kita ansehen""><b>stiftung kindergärten finkenau `fuhlinge´</b></a>"
659,stiftung kindergärten finkenau `fuhlinge´,"22309 Hamburg, Fuhlsbüttler Straße 405  Haus 47","natur, forschen und experimentieren,"
660,kita am blumenacker,"22335 Hamburg, Am Blumenacker 15","<a href=""../hamburg/22335/erdkampsweg154.php"" target=""_blank"" title=""Kita ansehen""><b>kita erdkampsweg</b></a>"
661,kita erdkampsweg,"22335 Hamburg, Erdkampsweg 154","<a href=""../hamburg/22335/hoehenstieg5.php"" target=""_blank"" title=""Kita ansehen""><b>kita höhenstieg</b></a>"
662,kita höhenstieg,"22335 Hamburg, Höhenstieg 5",117
663,kindergarten st. lukas,"22335 Hamburg, Hummelsbütteler Kirchenweg 3",62
664,kindergarten brombeerkinder,"22335 Hamburg, Brombeerweg 33",0
665,kita erdkampsweg,"22335 Hamburg, Erdkampsweg 64",65
666,kindergarten maienweg,"22335 Hamburg, Maienweg 272",20
667,sport– und bewegungskindertagesstätte,"22335 Hamburg, Lüttkoppel 1",75
668,kita 'lütte sternenkieker' (erdkampsweg),"22335 Hamburg, Erdkampsweg 80-84","<a href=""../hamburg/22335/rotbuchenhain11.php"" target=""_blank"" title=""Kita ansehen""><b>kinderzimmer alsterberg</b></a>"
669,kinderzimmer alsterberg,"22335 Hamburg, Rotbuchenhain 11",0
670,kita justus-strandes-weg,"22337 Hamburg, Justus-Strandes-Weg 15","<a href=""../hamburg/22337/sodenkamp3.php"" target=""_blank"" title=""Kita ansehen""><b>kita sodenkamp</b></a>"
671,kita sodenkamp,"22337 Hamburg, Sodenkamp 3","<a href=""../hamburg/22337/wellingsbuettelerlandstrasse223.php"" target=""_blank"" title=""Kita ansehen""><b>kita - natur kinderladen pinocchio</b></a>"
672,kita - natur kinderladen pinocchio,"22337 Hamburg, Wellingsbütteler Landstraße 223",0
673,ev. kindertagesstätte ohlsdorf,"22337 Hamburg, Fuhlsbüttler Straße 656 a",53
674,ev. kindertagesstätte maria magdalenen,"22337 Hamburg, Stübeheide 173",90
675,kindergarten böckelweg,"22337 Hamburg, Böckelweg 28",0
676,kindergarten `die kleinen borsteler´,"22337 Hamburg, Friedhofsweg 7",0
677,kita alstertal,"22337 Hamburg, Alsterdorfer Straße 523",50
678,deutsch-spanischer kindergarten hamburg,"22337 Hamburg, Alsterdorfer Straße 562",<br/>
679,kita hummelsbüttler hauptstraße,"22339 Hamburg, Hummelsbüttler Hauptstraße 105","<a href=""../hamburg/22339/hummelsbuettelerweg82.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindertagesstätte theodor-wenzel-haus</b></a>"
680,ev. kindertagesstätte theodor-wenzel-haus,"22339 Hamburg, Hummelsbütteler Weg 82",0
681,ev.-luth.kirchengemeinde poppenbüttel kindertagesstätte philemon,"22339 Hamburg, Häherweg 1a",90
682,ev. integrations-kita christophorus,"22339 Hamburg, Poppenbüttler Stieg 25",40
683,privatkindergarten petra mikuteit,"22339 Hamburg, Hummelsbüttler Hauptstraße 72 a",22
684,kita in der schule ohkamp,"22339 Hamburg, Ohkampring 13","<a href=""../hamburg/22339/raakmoorgrund.php"" target=""_blank"" title=""Kita ansehen""><b>waldkindergarten `die schlaufüchse´</b></a>"
685,waldkindergarten `die schlaufüchse´,"22339 Hamburg, Raakmoorgrund",26
686,ev. kindertagesstätte farmsener landstrasse 75,"22359 Hamburg, Farmsener Landstrasse 75",84
687,"ev. kita/hort st. johannes, volksdorf","22359 Hamburg, Volksdorfer Damm 61d","<a href=""../hamburg/22359/farmsenerlandstrasse181.php"" target=""_blank"" title=""Kita ansehen""><b>kath. kindergarten heilig kreuz</b></a>"
688,kath. kindergarten heilig kreuz,"22359 Hamburg, Farmsener Landstraße 181",90
689,kindergarten buckhorn `die waldkinder´,"22359 Hamburg, Volksdorfer Damm 74","<a href=""../hamburg/22359/roegeneck23.php"" target=""_blank"" title=""Kita ansehen""><b>waldorfkindergarten der christengemeinschaft `hamburg volksdorf´</b></a>"
690,waldorfkindergarten der christengemeinschaft `hamburg volksdorf´,"22359 Hamburg, Rögeneck 23",66
691,kindergarten volksdorf e.v.,"22359 Hamburg, Vörn Barkholt 7a",80
692,kindergarten im waldörfer gymnasium,"22359 Hamburg, Im Allhorn 45",14
693,waldkinder wichelnbusch,"22359 Hamburg, Wichelnbusch 2",15
694,kinderladen lille hüs,"22359 Hamburg, Dorfwinkel 11",13
695,kindertagesstätte libelle,"22359 Hamburg, Buchenkamp 60",140
696,kita himmelblau volksdorf,"22359 Hamburg, Steinreye 23",120
697,waldkindergarten wurzelwichte,"22359 Hamburg, Moorbekweg 99",23
698,kita rabenhorst,"22391 Hamburg, Rabenhorst 11","<a href=""../hamburg/22391/schwarzbuchenweg40.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten ev.-luth. kirchengemeinde wellingsbüttel</b></a>"
699,kindergarten ev.-luth. kirchengemeinde wellingsbüttel,"22391 Hamburg, Schwarzbuchenweg 40",57
700,stiftung kindergärten finkenau `ratz und rübe bilingual´,"22391 Hamburg, Friedrich-Kirsten-Straße 2",60
701,stiftung kindergärten finkenau `wurzelkinder bilingual´,"22391 Hamburg, Eckerkamp 18",30
702,kindergarten rolfincken,"22391 Hamburg, Rolfinckstraße 6",40
703,privater kindergarten  rolfinckstraße,"22391 Hamburg, Rolfinckstraße 28 a",0
704,kinderhaus pfefferminzkamp e.v.,"22391 Hamburg, Kritenbarg 16",16
705,kita mikuteit,"22393 Hamburg, Saseler Chaussee 239",32
706,kita stadtbahnstraße   - saseler park -,"22393 Hamburg, Stadtbahnstraße 8","<a href=""../hamburg/22393/aufderheide15a.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindergarten lukas-sasel</b></a>"
707,ev. kindergarten lukas-sasel,"22393 Hamburg, Auf der Heide 15a",75
708,vicelin kindergarten,"22393 Hamburg, Saseler Markt 7",80
709,kath. kindergarten st. bernard,"22393 Hamburg, Langenstücken 40",70
710,kindertagesstätte kinderstube,"22393 Hamburg, Kätnerwiese 7",24
711,kindergarten redder,"22393 Hamburg, Redder 21",0
712,kindergarten sasel haus,"22393 Hamburg, Saseler Parkweg 3",90
713,kindertagesstätte `die wilde 13´,"22393 Hamburg, Kätnerwiese 5e",70
714,kindergarten tigerente,"22393 Hamburg, Saselbekstraße 83",70
715,"julian und marie kindertagesstätten gmbh, kita waldweg","22393 Hamburg, Waldweg 99",72
716,waldorfkindergarten der christengemeinschaft hamburg bergstedt,"22395 Hamburg, Bergstedter Chaussee 209",59
717,kita alsterredder,"22395 Hamburg, Alsterredder 28","<a href=""../hamburg/22395/rodenbekerstrasse28.php"" target=""_blank"" title=""Kita ansehen""><b>kita rodenbeker straße</b></a>"
718,kita rodenbeker straße,"22395 Hamburg, Rodenbeker Str. 28",integrationsplätze
719,ev. kindergarten bergstedt,"22395 Hamburg, Volksdorfer Damm 268 a",44
720,kindergarten saseler mühlenweg,"22395 Hamburg, Saseler Mühlenweg 137","<a href=""../hamburg/22395/bergstedteraltelandstrasse12.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten waki</b></a>"
721,kindergarten waki,"22395 Hamburg, Bergstedter Alte Landstraße 12",44
722,kita entengarten,"22395 Hamburg, Bergstedter Markt 1","<a href=""../hamburg/22395/iland52.php"" target=""_blank"" title=""Kita ansehen""><b>waldkindergarten ameisenhaufen</b></a>"
723,waldkindergarten ameisenhaufen,"22395 Hamburg, Iland 52",23
724,asb kita redderbarg,"22397 Hamburg, Redderbarg 50",42
725,awo kita montessori kinderhaus,"22397 Hamburg, Huulkamp 10",80
726,bewegungskindergarten wandermäuse,"22397 Hamburg, Eichelhäherkamp 3",0
727,wohldorf/ohlstedt ev. kindergarten am kirchberg,"22397 Hamburg, Bredenbekstraße 57",56
728,ev. kindergarten lemsahl-mellingstedt,"22397 Hamburg, Madacker 5",42
729,kindertagesstätte tannenhof,"22397 Hamburg, Huulkamp 8","<a href=""../hamburg/22397/kupferredder2.php"" target=""_blank"" title=""Kita ansehen""><b>waldkindergarten ohlstedt</b></a>"
730,waldkindergarten ohlstedt,"22397 Hamburg, Kupferredder 2","<a href=""../hamburg/22397/duvenstedterberg58.php"" target=""_blank"" title=""Kita ansehen""><b>kita duvenstedter berg</b></a>"
731,kita duvenstedter berg,"22397 Hamburg, Duvenstedter Berg 58","<a href=""../hamburg/22397/schleusenredder3b.php"" target=""_blank"" title=""Kita ansehen""><b>zwergenhaus</b></a>"
732,zwergenhaus,"22397 Hamburg, Schleusenredder 3b",45
733,kita himmelblau duvenstedt,"22397 Hamburg, Duvenstedter Markt 8a",120
734,kita kinderkreisel,"22397 Hamburg, Bredenbekkamp 20 a","<a href=""../hamburg/22397/duvenstedtermarkt8.php"" target=""_blank"" title=""Kita ansehen""><b>kita max kramp haus</b></a>"
735,kita max kramp haus,"22397 Hamburg, Duvenstedter Markt 8",24
736,waldkindergarten ohlstedt - waldameisen ggmbh,"22397 Hamburg, Kupferredder 2",40
737,awo kita hohenbuchen,"22399 Hamburg, Poppenbüttler Hauptstraße 44",150
738,awo kita löwenzahn,"22399 Hamburg, Tegelsbarg 2 h",120
739,awo kita villa kunterbunt,"22399 Hamburg, Poppenbütteler Weg 197",90
740,kita poppenbütteler weg,"22399 Hamburg, Poppenbütteler Weg 184","<a href=""../hamburg/22399/harksheiderstrasse156.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten simon-petrus</b></a>"
741,kindergarten simon-petrus,"22399 Hamburg, Harksheider Straße 156","<a href=""../hamburg/22399/poppenbuettlermarkt2.php"" target=""_blank"" title=""Kita ansehen""><b>karla adickes haus - kindertagesstätte der marktkirche poppenbüttel</b></a>"
742,karla adickes haus - kindertagesstätte der marktkirche poppenbüttel,"22399 Hamburg, Poppenbüttler Markt 2","<a href=""../hamburg/22399/johannes-buell-weg1.php"" target=""_blank"" title=""Kita ansehen""><b>kinderland tegelsbarg</b></a>"
743,kinderland tegelsbarg,"22399 Hamburg, Johannes-Büll-Weg 1","<a href=""../hamburg/22399/poppenbuettelerweg124a.php"" target=""_blank"" title=""Kita ansehen""><b>integrative kita eppiland</b></a>"
744,integrative kita eppiland,"22399 Hamburg, Poppenbütteler Weg 124 a",60
745,kindergarten menschenskinder,"22399 Hamburg, Poppenbüttler Hauptstraße 46",<br/>
746,kita flughafenstraße,"22415 Hamburg, Flughafenstraße 89","<a href=""../hamburg/22415/sandfoort39.php"" target=""_blank"" title=""Kita ansehen""><b>kita sandfoort</b></a>"
747,kita sandfoort,"22415 Hamburg, Sandfoort 39","<a href=""../hamburg/22415/tannenweg50.php"" target=""_blank"" title=""Kita ansehen""><b>kita tannenweg</b></a>"
748,kita tannenweg,"22415 Hamburg, Tannenweg 50","<a href=""../hamburg/22415/willersweg31d.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten eirene</b></a>"
749,kindergarten eirene,"22415 Hamburg, Willersweg 31d",38
750,ansgar kindergarten,"22415 Hamburg, Wördenmoorweg 22",28
751,kath. montessori kindertagesstätte heilige familie,"22415 Hamburg, Tannenweg 16",72
752,kita koboldhöhle,"22415 Hamburg, Sandfoort 114",28
753,kita schritt für schritt,"22415 Hamburg, Tangstedter Landstraße 41",<br/>
754,kita tangstedter landstraße,"22417 Hamburg, Tangstedter Landstraße 152","<a href=""../hamburg/22417/tweeltenmoor10.php"" target=""_blank"" title=""Kita ansehen""><b>kita tweeltenmoor</b></a>"
755,kita tweeltenmoor,"22417 Hamburg, Tweeltenmoor 10","<a href=""../hamburg/22417/anita-sellenschloh-ring6.php"" target=""_blank"" title=""Kita ansehen""><b>bilinguale kindertagesstätte heidberg</b></a>"
756,bilinguale kindertagesstätte heidberg,"22417 Hamburg, Anita-Sellenschloh-Ring 6",100
757,kinderhaus zweistein (stockflethweg),"22417 Hamburg, Stockflethweg 160","<a href=""../hamburg/22417/immenbarg6.php"" target=""_blank"" title=""Kita ansehen""><b>kita flügelkinder</b></a>"
758,kita flügelkinder,"22417 Hamburg, Immenbarg 6",60
759,naturkindergarten `die schlaufüchse´,"22417 Hamburg, Holitzberg 290",49
760,kita dortmunder straße,"22419 Hamburg, Dortmunder Straße 44","<a href=""../hamburg/22419/langenhornerchaussee321a.php"" target=""_blank"" title=""Kita ansehen""><b>kita langenhorner chaussee</b></a>"
761,kita langenhorner chaussee,"22419 Hamburg, Langenhorner Chaussee 321 a",75
762,ev. kindertagesstätte `an der käkenflur´,"22419 Hamburg, Käkenflur 22 a",55
763,kath. montessori kindertagesstätte st.annen,"22419 Hamburg, Schmuggelstieg 22",130
764,kinderhaus zweistein (foorthkamp),"22419 Hamburg, Foorthkamp 42","<a href=""../hamburg/22419/essenerstrasse87b.php"" target=""_blank"" title=""Kita ansehen""><b>bauspielplatz und spielhaus essener straße</b></a>"
765,bauspielplatz und spielhaus essener straße,"22419 Hamburg, Essener Straße 87b","<a href=""../hamburg/22419/langenhornerchaussee560.php"" target=""_blank"" title=""Kita ansehen""><b>kita nordlichter an der asklepios klinik nord</b></a>"
766,kita nordlichter an der asklepios klinik nord,"22419 Hamburg, Langenhorner Chaussee 560",127
767,kita `spatzennest im valvo-park´,"22419 Hamburg, Tarpen 40   Haus 3",60
768,kita brödermannsweg,"22453 Hamburg, Brödermannsweg 40","<a href=""../hamburg/22453/borstelerchaussee139.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindergarten st. peter</b></a>"
769,ev. kindergarten st. peter,"22453 Hamburg, Borsteler Chaussee 139",24
770,regenbogenkindergarten niendorf markt,"22453 Hamburg, Kollaustraße 241",56
771,kita `die alsterkinder e.v.´,"22453 Hamburg, Borsteler Bogen 27",30
772,kindergarten bayernweg e.v.,"22453 Hamburg, Rahweg 93",25
773,kindergarten  burgunderweg,"22453 Hamburg, Burgunderweg 1","<a href=""../hamburg/22453/heselstuecken24.php"" target=""_blank"" title=""Kita ansehen""><b>kita himmelsstürmer ggmbh</b></a>"
774,kita himmelsstürmer ggmbh,"22453 Hamburg, Heselstücken 24",75
775,kita in der schule burgunderweg,"22453 Hamburg, Burgunderweg 2","<a href=""../hamburg/22453/broedermannsweg49.php"" target=""_blank"" title=""Kita ansehen""><b>kita inselkids e.v.</b></a>"
776,kita inselkids e.v.,"22453 Hamburg, Brödermannsweg 49","<a href=""../hamburg/22453/wegbeimjaeger95.php"" target=""_blank"" title=""Kita ansehen""><b>kita kinderpropeller</b></a>"
777,kita kinderpropeller,"22453 Hamburg, Weg beim Jäger 95",bilingual deut.-engl.
778,kindergruppe wichtel  e.v.,"22453 Hamburg, Weg beim Jäger 127",13
779,kita wagrierweg,"22455 Hamburg, Wagrierweg 16","<a href=""../hamburg/22455/wernigeroderweg10.php"" target=""_blank"" title=""Kita ansehen""><b>kita wernigeroder weg</b></a>"
780,kita wernigeroder weg,"22455 Hamburg, Wernigeroder Weg 10","<a href=""../hamburg/22455/sachsenweg2.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindergarten verheißungskirche</b></a>"
781,ev. kindergarten verheißungskirche,"22455 Hamburg, Sachsenweg 2","<a href=""../hamburg/22455/vielohweg136.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kindergarten im immanuel-haus</b></a>"
782,ev. kindergarten im immanuel-haus,"22455 Hamburg, Vielohweg 136",95
783,kindertagesstätte `die moor-rüben´,"22455 Hamburg, Ohmoorring 3a",0
784,kindergarten happy land,"22455 Hamburg, Quedlinburger Weg 68",33
785,kinderstube sethweg e.v.,"22455 Hamburg, Garstedter Weg 187",25
786,kita käptn kaninchen (jungliebstraße),"22457 Hamburg, Jungliebstraße 16","<a href=""../hamburg/22457/roennkamp1.php"" target=""_blank"" title=""Kita ansehen""><b>kita käptn kaninchen (rönnkamp)</b></a>"
787,kita käptn kaninchen (rönnkamp),"22457 Hamburg, Rönnkamp 1","<a href=""../hamburg/22457/burgwedel3a.php"" target=""_blank"" title=""Kita ansehen""><b>asb kita burgwedel</b></a>"
788,asb kita burgwedel,"22457 Hamburg, Burgwedel 3 a",42
789,awo kita zauberburg,"22457 Hamburg, Grothwisch 23",83
790,ev. kindertagesstätte der kirchengemeinde schnelsen,"22457 Hamburg, Anna-Susanna-Stieg 8",44
791,ev. kindertagesheim schnelsen,"22457 Hamburg, Kriegerdankweg 25",75
792,kindertagesheim des albertinen-diakoniewerkes,"22457 Hamburg, Süntelstraße 11a",132
793,spielhaus wagrierweg,"22457 Hamburg, Wagrierweg 52 a","<a href=""../hamburg/22457/grothwisch10.php"" target=""_blank"" title=""Kita ansehen""><b>spielhaus surcis goldinger</b></a>"
794,spielhaus surcis goldinger,"22457 Hamburg, Grothwisch 10","<a href=""../hamburg/22457/brueder-hornemann-strasse3.php"" target=""_blank"" title=""Kita ansehen""><b>kindertagesstätte `bluma mekler´</b></a>"
795,kindertagesstätte `bluma mekler´,"22457 Hamburg, Brüder-Hornemann-Straße 3",150
796,kita die mütze,"22457 Hamburg, Schleswiger Damm 230",24
797,kindertagesstätte löwenherz,"22457 Hamburg, Glißmannweg 3","<a href=""../hamburg/22457/frohmestrasse3b.php"" target=""_blank"" title=""Kita ansehen""><b>kita `die kindsköpfe´</b></a>"
798,kita `die kindsköpfe´,"22457 Hamburg, Frohmestraße 28",45
799,kita königskinderladen,"22457 Hamburg, Oldesloer Straße 122",35
800,kita königskrabbler,"22457 Hamburg, Oldesloer Straße 130",20
801,deutsch-spanischer kindergarten -la cometa-,"22459 Hamburg, Friedrich-Ebert-Straße 14",30
802,kita bindfeldweg,"22459 Hamburg, Bindfeldweg 30","<a href=""../hamburg/22459/graf-johann-weg83.php"" target=""_blank"" title=""Kita ansehen""><b>kita graf-johann-weg</b></a>"
803,kita graf-johann-weg,"22459 Hamburg, Graf-Johann-Weg 83","<a href=""../hamburg/22459/jungborn16a.php"" target=""_blank"" title=""Kita ansehen""><b>kita jungborn</b></a>"
804,kita jungborn,"22459 Hamburg, Jungborn 16 a","<a href=""../hamburg/22459/niendorferkirchenweg18.php"" target=""_blank"" title=""Kita ansehen""><b>kath. kindergarten st. ansgar</b></a>"
805,kath. kindergarten st. ansgar,"22459 Hamburg, Niendorfer Kirchenweg 18",30
806,kindergarten wurzelzwerge,"22459 Hamburg, Niendorfer Marktplatz 18-24","<a href=""../hamburg/22459/heidlohstrasse2b.php"" target=""_blank"" title=""Kita ansehen""><b>kinderkrippe `die kindsköpfe-mini´</b></a>"
807,kinderkrippe `die kindsköpfe-mini´,"22459 Hamburg, Heidlohstraße 2b",25
808,kinderhaus fliewatuut,"22459 Hamburg, Paul-Sorge-Str. 108-110",28
809,kinderhaus wundertüte,"22459 Hamburg, Frohmestraße 63 a",50
810,kita leuchtboje,"22459 Hamburg, Lerchenkamp 8 a","<a href=""../hamburg/22459/niendorfermarktplatz5-7.php"" target=""_blank"" title=""Kita ansehen""><b>pakita praxisausbildungs- und kindertagesstätte</b></a>"
811,pakita praxisausbildungs- und kindertagesstätte,"22459 Hamburg, Niendorfer Marktplatz 5-7",55
812,wald- und naturkindergarten  `abenteuerland´,"22459 Hamburg, Am Ree 24a",<br/>
813,ev.-luth. kindertagesstätte-martin luther kindergarten,"22523 Hamburg, Halstenbeker Weg 20","<a href=""../hamburg/22523/lohkampstrasse41.php"" target=""_blank"" title=""Kita ansehen""><b>kita lohkampstraße</b></a>"
814,kita lohkampstraße,"22523 Hamburg, Lohkampstrasse 41",integrationsplätze
815,kita baumacker,"22523 Hamburg, Baumacker 8","<a href=""../hamburg/22523/reemstueckenkamp5.php"" target=""_blank"" title=""Kita ansehen""><b>kita reemstückenkamp</b></a>"
816,kita reemstückenkamp,"22523 Hamburg, Reemstückenkamp 5","<a href=""../hamburg/22523/dallbregen1.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten johanneskirche der kirchengemeinde eidelstedt</b></a>"
817,kindergarten johanneskirche der kirchengemeinde eidelstedt,"22523 Hamburg, Dallbregen 1",60
818,ev. kita marien,"22523 Hamburg, Redingskamp 24",116
819,stiftung kindergärten finkenau `kinderhaus furtweg´,"22523 Hamburg, Furtweg 51",75
820,spielhaus  eidelstedt,"22523 Hamburg, Wiebelstraße 10","<a href=""../hamburg/22523/rungwisch23.php"" target=""_blank"" title=""Kita ansehen""><b>kita in der schule rungwisch</b></a>"
821,kita in der schule rungwisch,"22523 Hamburg, Rungwisch 23","<a href=""../hamburg/22523/redingskamp25.php"" target=""_blank"" title=""Kita ansehen""><b>kita turnzwerge des sv eidelstedt hamburg</b></a>"
822,kita turnzwerge des sv eidelstedt hamburg,"22523 Hamburg, Redingskamp 25 (auf dem Vereinsgelände)",25
823,kita försterweg 6,"22525 Hamburg, Försterweg 6",80
824,kita försterweg 51,"22525 Hamburg, Försterweg 51","<a href=""../hamburg/22525/foersterweg2.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten ` zum guten hirten ´</b></a>"
825,kindergarten ` zum guten hirten ´,"22525 Hamburg, Försterweg 12",40
826,kindertagesstätte `im volkspark´,"22525 Hamburg, Hellgrundweg 6",0
827,kita langenfelder damm,"22525 Hamburg, Langenfelder Damm 97","<a href=""../hamburg/22525/kielerstrasse602.php"" target=""_blank"" title=""Kita ansehen""><b>kindervilla sola bona</b></a>"
828,kindervilla sola bona,"22525 Hamburg, Kieler Straße 602",26
829,krippe und kita `bunte erdmännchen´,"22525 Hamburg, Kieler Straße 366",45
830,bilinguale kindertagesstätte nubeluz,"22525 Hamburg, Uwestraße 5",40
831,bewegungskita-eimsbüttel,"22527 Hamburg, Julius-Vosseler-Straße 195a",0
832,kita jugendstraße,"22527 Hamburg, Jugendstraße 19","<a href=""../hamburg/22527/oldenburgerstrasse74.php"" target=""_blank"" title=""Kita ansehen""><b>kita oldenburger straße</b></a>"
833,kita oldenburger straße,"22527 Hamburg, Oldenburger Straße 74",55
834,kindergarten der elisabethkirche kirchengemeinde eidelstedt,"22527 Hamburg, Eidelstedter Dorfstraße 29",50
835,kinderhaus janusz korczak,"22527 Hamburg, Hagenbeckstraße 39 a",107
836,kindertagesstätte alten eichen,"22527 Hamburg, Wördemanns Weg 19 - 35",150
837,kita kleine entdecker,"22529 Hamburg, Kollaustraße 6-8",50
838,kita vizelinstraße,"22529 Hamburg, Vizelinstraße 48","<a href=""../hamburg/22529/beiderlutherbuche36.php"" target=""_blank"" title=""Kita ansehen""><b>ev.-luth. kindergarten lutherbuche</b></a>"
839,ev.-luth. kindergarten lutherbuche,"22529 Hamburg, Bei der Lutherbuche 36",90
840,stiftung kindergärten finkenau `kita antje bilingual´,"22529 Hamburg, Hugh-Greene-Weg 6",40
841,stiftung kindergärten finkenau `mucklas bilingual´,"22529 Hamburg, Kollaustr. 67-69","bilingual deutsch-russisch, bewegung,"
842,kindergarten des lycée français de hambourg,"22529 Hamburg, Hartsprung 23","<a href=""../hamburg/22529/sottorfallee9.php"" target=""_blank"" title=""Kita ansehen""><b>kindergarten kinderspielkreis lokstedt</b></a>"
843,kindergarten kinderspielkreis lokstedt,"22529 Hamburg, Sottorfallee 9",24
844,kindergarten `krümelkiste´,"22529 Hamburg, Hinter der Lieth 2a",22
845,kinderstube lokstedt e.v.,"22529 Hamburg, Niendorfer Straße 41",25
846,kita „troplo kids“,"22529 Hamburg, Stresemannallee 103",100
847,kindertagesstätte `die kindergemeinschaft´,"22529 Hamburg, Rütersbarg 24-26",40
848,elbpiraten kita wiben-peter-straße,"22529 Hamburg, Wiben-Peter-Straße 11","<a href=""../hamburg/22529/emil-andresen-strasse32.php"" target=""_blank"" title=""Kita ansehen""><b>kinderhaus lokstedt</b></a>"
849,kinderhaus lokstedt,"22529 Hamburg, Emil-Andresen-Straße 32",100
850,kinderladen papelucho,"22529 Hamburg, Rütersbarg 22",18
851,krabbelkoje,"22529 Hamburg, Butenfeld 19",14
852,kita le petit monde,"22529 Hamburg, Grelckstraße 30",80
853,kinderhaus schatzkiste,"22529 Hamburg, Behrmannplatz 3",100
854,stiftung kindergärten finkenau `antje 2.0´,"22529 Hamburg, Hugh-Greene-Weg 2","<a href=""../hamburg/22529/lokstedter_steindamm51.php"" target=""_blank"" title=""Kita ansehen""><b>kinderstadt kita lokstedt</b></a>"
855,kinderstadt kita lokstedt,"22529 Hamburg, Lokstedter Steindamm 51",70
856,stiftung kindergärten finkenau `mobi´,"22529 Hamburg, Grandweg 95 a-d","bilingual dt/engl., frühförderplätze, sport, schwimmen, musik"
857,awo kita morgenröte,"22547 Hamburg, Langbargheide 15",20
858,kita swatten weg,"22547 Hamburg, Swatten Weg 10 a","<a href=""../hamburg/22547/kleiberweg97.php"" target=""_blank"" title=""Kita ansehen""><b>kita kleiberweg</b></a>"
859,kita kleiberweg,"22547 Hamburg, Kleiberweg 97","<a href=""../hamburg/22547/elbgaustrasse172h.php"" target=""_blank"" title=""Kita ansehen""><b>kita elbgaustraße</b></a>"
860,kita elbgaustraße,"22547 Hamburg, Elbgaustraße 172 h",130
861,"evang. kindertagesheim zu den zwölf aposteln ,lurup","22547 Hamburg, Boberstraße 6",140
862,kindergarten emmaus,"22547 Hamburg, Kleiberweg 115",36
863,kindertagesstätte moorwisch,"22547 Hamburg, Moorwisch 2",166
864,kath. kindergarten st. jakobus,"22547 Hamburg, Jevenstedter Str. 111",25
865,kinderland lurup,"22547 Hamburg, Eckhoffplatz 26",0
866,spielhaus fahrenort,"22547 Hamburg, Fahrenort 55","<a href=""../hamburg/22547/swattenweg10.php"" target=""_blank"" title=""Kita ansehen""><b>kinderstube veermoor</b></a>"
867,kinderstube veermoor,"22547 Hamburg, Swatten Weg 10",40
868,kindertagesheim holzwurm,"22547 Hamburg, Netzestraße 72 a","<a href=""../hamburg/22547/boeverstland38.php"" target=""_blank"" title=""Kita ansehen""><b>kita im stadtteilhaus lurup</b></a>"
869,kita im stadtteilhaus lurup,"22547 Hamburg, Böverstland 38",72
