,kita_name,kita_address,kita_spots
1736,kita im evangelischen johannesstift,"13587 Berlin, Hakenfelderstr. 34",200
1737,kinderparadies waldgeister,"13587 Berlin, Schlehenweg 8",48
1738,ev. kita schlehenweg 8,"13587 Berlin, Streitstr. 74",25
1739,das haus der kleinen freunde,"13587 Berlin, Mertensstr. 14",100
1740,kita gerda und rolf schopf,"13587 Berlin, Am Maselakepark 21",150
1741,outlaw ggmbh kita am maselakepark,"13587 Berlin, Mertensstraße 2",0
1742,kita der kleinen knöpfchen,"13589 Berlin, Schwanter Weg 3",16
1743,ekg radeland,"13589 Berlin, Im Spektefeld 026",12
1744,ekg - im spektefeld 26 (räume im eg),"13589 Berlin, Westerwaldstr.15/17",145
1745,kita fantasia,"13589 Berlin, Westerwaldstr. 16-18",30
1746,kita spandauer spatzen,"13589 Berlin, Stadtrandstr. 481",22
1747,ev. kita paul-gerhardt,"13589 Berlin, Wasserwerkstr. 3",150
1748,humanistische kita wasserwerkstraße,"13589 Berlin, Im Spektefeld 44",45
1749,immanuel-kita / christburg campus,"13591 Berlin, Brunsbütteler Damm 312",55
1750,ev. kita zu staaken,"13591 Berlin, Pillnitzer Weg 8",30
1751,ev.kita zu staaken,"13591 Berlin, Beim Pfarrhof 42",42
1752,ev.kita staaken-gartenstadt,"13591 Berlin, Finkenkruger Weg 70",17
1753,spandauer schwalbennest,"13591 Berlin, Heerstraße 570",190
1754,outlaw ggmbh kita heerstraße,"13591 Berlin, Magistratsweg 69",90
1755,kita kids-r-kids gug (haftungsbeschränkt),"13593 Berlin, Heerstrasse 465",60
1756,preschool international school villa amalienhof,"13593 Berlin, Pillnitzer Weg 8",30
1757,ekg - pillnitzer weg 8,"13593 Berlin, Pillnitzer Weg 6",90
1758,humanistische kita pillnitzer weg,"13593 Berlin, Räcknitzer Steig 6",155
1759,kita staakenbär,"13593 Berlin, Heerstrasse 465","integration, individuelle betreuung, bilinguales system, vorbereitung auf schule"
1760,isva kindergarten,"13593 Berlin, Leubnitzer Weg 2",116
1761,kita  wunderblume,"13593 Berlin, Heerstr. 367",110
1762,kita laurentius,"13593 Berlin, Wilhelmstraße 25-30",40
1763,kita 'kinderparadies',"13595 Berlin, Baumertweg 5",55
1764,ev. kita melanchthon,"13595 Berlin, Weißenburger Str.22",16
1765,ekt kinderladen weißenburger e.v.,"13595 Berlin, Grimnitzstraße 5b",45
1766,kita senfkornbande - ekt grimnitzstraße 5b,"13595 Berlin, Wilhelmstr.148",15
1767,ekt- traumzauberbaum e.v.,"13595 Berlin, Jaczostr. 52",15
1768,ekg - jaczostr. 52,"13595 Berlin, Wörther Str. 35",10
1769,tgp pünktchen,"13595 Berlin, Pichelsdorfer Straße 53",50
1770,pichelsdorfer zwerge,"13595 Berlin, Pichelsdorfer Str. 24",10
1771,die entdeckerburg,"13595 Berlin, Földerichstr. 67",30
1772,kita kindertreff,"13595 Berlin, Mahnkopfweg 3",0
1773,kindertagesstätte igelfisch,"13597 Berlin, Plantage 8",26
1774,kinderladen spandau,"13597 Berlin, Behnitz 3",75
1775,ev. kita st. nikolai,"13597 Berlin, Grunewaldstr. 7",55
1776,ev. kita st. nikolai,"13599 Berlin, Gorgasring 12",120
1777,ev. kita martin-albertz-haus,"13599 Berlin, Pulvermühlenweg 8",93
1778,kita villa sprechspatzen,"13599 Berlin, Ruppiner-See-Str. 74",110
1779,kita haveleck,"13599 Berlin, Haselhorster Damm 54-58",45
1780,evangelische kita am haselhorster damm,"13599 Berlin, Lünette 20",130
1781,kindertagesstätte lünette,"13599 Berlin, Gatowerstraße 95-97",50
1782,kita kinderburg gatow,"13627 Berlin, Heckerdamm 226",65
1783,ev. kita plötzensee,"13627 Berlin, Saatwinkler Damm 42",70
1784,kita luftikus ggmbh,"13627 Berlin, Toeplerstr. 5",57
1785,kita regenbogenland,"13627 Berlin, Popitzweg 1-3",130
1786,zicke zacke hort e.v. / kita,"13629 Berlin, Saatwinkler Damm 143",16
1787,ekt - saatwinkler küken,"13629 Berlin, Schuckertdamm 338",15
1788,ekg - schuckertdamm 338,"13629 Berlin, An der Mäckeritzbrücke 4",15
1789,ekg - an der mäckeritzbrücke 4,"13629 Berlin, Wohlrabedamm 10",115
1790,frÖbel-kindergarten „siemens technopark“,"13629 Berlin, Goebelstraße 139",75
1791,kindergarten schlumpfenland 2,"14050 Berlin, Haeselerstraße 7 a",17
1792,grünes nashorn e.v.,"14050 Berlin, Eichenallee 53",30
1793,ev. kita neu-westend 53,"14050 Berlin, Nussbaumallee 3","teiloffen, kl. gruppen, krippe seperat, vorschule"
1794,kita sonnenblume ggmbh,"14050 Berlin, Kastanienallee 11",35
1795,kita kastanie,"14050 Berlin, Akazienallee 14",35
1796,kita villa grips,"14050 Berlin, Kastanienallee 4",130
1797,pfh-kita kastanienallee,"14050 Berlin, Akazienallee 36",140
1798,kita charlottenburger teddys  in der akazienallee (deutsch-spanisch),"14052 Berlin, Rominter Allee 2",heilpädagogik
1799,heilpädagogische kindertagesstätte rominter allee-berlin e.v.,"14055 Berlin, Angerburger Allee 56",18
1800,,"14055 Berlin, Insterburgallee 008",15
1801,ekt - ev. friedensgemeinde grünes dreieck,"14055 Berlin, Flatowallee 16/24",50
1802,ekt - zukunft - ja bitte e.v.,"14055 Berlin, Eichkatzweg 11",15
1803,ekt die wilden westender e.v.,"14055 Berlin, Havelchaussee 104",70
1804,kt eichkatzweg 11 e.v.,"14055 Berlin, Harbigstr. 14",18
1805,berlin british school - lower school,"14055 Berlin, Waldschulallee 75",50
1806,eichhörnchen e.v. (eikita),"14055 Berlin, Waldschulallee 031",20
1807,kinderhaus waldschulallee e.v.,"14055 Berlin, Angerburger Allee 056",15
1808,ekt - knuddelmonster e.v./helene-keller-schule,"14055 Berlin, Waldschulallee 31",65
1809,ekg - angerburger allee 56,"14055 Berlin, Maikäferpfad 28",60
1810,kita sinneswandel,"14057 Berlin, Herbartstr. 004",15
1811,kita maikäferpfad,"14057 Berlin, Friedbergstraße 5",20
1812,ekg - herbartstr. 4,"14057 Berlin, Rönnestr. 18",16
1813,was sonst,"14057 Berlin, Suarezstraße 54",16
1814,rönne 18 - integrative elterninitiativ-kindertagesstätte,"14057 Berlin, Holtzendorffstr.3",15
1815,geierbande kinderladen e. v.,"14057 Berlin, Rönnestr. 003",0
1816,ingrids kindergarten e.v.,"14057 Berlin, Friedbergstr. 47",25
1817,ekt - roter boller e.v.,"14057 Berlin, Holtzendorffstr. 14",18
1818,coquelicot e.v. deutsch-französischer kindergarten,"14057 Berlin, Friedbergstrasse 41",16
1819,kinderladen flitzpiepen e.v.,"14057 Berlin, Dernburgstr. 57",15
1820,canicas e.v.,"14057 Berlin, Kuno-Fischer-Str. 15",17
1821,ekt - mappagei e.v.,"14057 Berlin, Dernburgstr. 7",23
1822,kinderladen  lietzenseesterne e.v.,"14057 Berlin, Wundtstr. 40-44",80
1823,mäusegarten,"14059 Berlin, Nehringstraße 19",18
1824,outlaw ggmbh kita wundtstraße,"14059 Berlin, Danckelmannstraße 38",15
1825,ekt firlefanz ev.,"14059 Berlin, Knobelsodorffstr. 72-74",48
1826,las abejitas,"14059 Berlin, Spandauer Damm 065",26
1827,kita epiphanien,"14059 Berlin, Sophie-Charlotten-Strasse 113a, Vorschule: Sophie-Charlotten-Strasse 112",73
1828,ekt - grüne erdferkel e.v.,"14059 Berlin, Sophie-Charlotten-Straße 113",140
1829,girasoles-sonnenblumen e.v.,"14059 Berlin, Fredericiastr. 30",16
1830,kita girasoles-sonnenblumen,"14059 Berlin, Neufertstr. 12",22
1831,kindergruppe lassymoss e.v.,"14059 Berlin, Sophie-Charlottenstr. 83b",20
1832,kinderladen drunter und drüber,"14059 Berlin, Seelingstr. 003",15
1833,kita bollerwagen,"14059 Berlin, Spandauer Damm 46",65
1834,ekt - schlotterstein e.v.,"14059 Berlin, Sophie-Charlotten-Str. 084A",24
1835,kinder am schloss,"14059 Berlin, Sophie-Charlotten-Str. 84",16
1836,ekt - gemeinnütziger charlottenburger kila e.v,"14059 Berlin, Knobelsdorffstr. 024",33
1837,kinderladen windmühle e.v.,"14059 Berlin, Nehringstraße 16a",30
1838,ekt - kartoffelladen e.v.,"14059 Berlin, Wundtstr. 014",20
1839,kinderbegegnungsstätte die kita.,"14059 Berlin, Seelingstr.5",5
1840,ekt - bunter schülerladen e.v.,"14059 Berlin, Schloßstrasse 16c",30
1841,kindertagespflege see-sternchen,"14059 Berlin, Heubnerweg 5",80
1842,sonderprojekt sanierungsgebiet klausener platz e.v,"14089 Berlin, Waldallee 3",18
1843,asb kita am schlosspark,"14089 Berlin, Straße 264 Nr. 12",30
1844,ev. kita am großen glienicker see,"14089 Berlin, Alt-Gatow 32-34",15
1845,bauernhofkindergarten vierfelderhof,"14089 Berlin, Rothenbücherweg 27",37
1846,ev. eltern-kind-gruppen im ev. kirchenkreis spandau,"14089 Berlin, Kladower Damm 369",15
1847,ei - kita havelbande e.v.,"14089 Berlin, Gatower Straße 231-233",53
1848,ekg - kladower damm 369,"14089 Berlin, Gößweinsteiner Gang 21",52
1849,"kita gatower straße 231-233, kita biberburg","14089 Berlin, Sakrower Landstr. 090",45
1850,ekt traumhaus kladow e.v.,"14089 Berlin, Rex-Waite-Straße 94",90
1851,ekt - die eichhörnchenbande e.v.,"14109 Berlin, Königstraße 35c",45
1852,humanistische kita rex-waite-straße,"14109 Berlin, Chausseestraße 35/36","<a href=""../berlin/14109/waldkita.php"" target=""_blank"" title=""Kita ansehen""><b>waldkindergarten am löwen - ggmbh</b></a>"
1853,kita am jägerhof,"14109 Berlin, Zum Heckeshorn 33",16
1854,stolper kinderhaus e.v.,"14109 Berlin, Chausseestr. 042",27
1855,waldkindergarten am löwen - ggmbh,"14109 Berlin, Alsenstr.16",125
1856,ekt - kinderhaus wannsee e.v.,"14109 Berlin, Schuchardtweg 005",15
1857,kita veruschka,"14109 Berlin, Dorotheenstraße 3",12
1858,ekg - schuchardtweg 5,"14129 Berlin, Lissabonallee 6",16
1859,kita eika bruja,"14129 Berlin, Von-Luck-Straße 24",besonderen schwerpunkt: deutsch-amerikanische erziehung in sprache und kultur
1860,ekt - 12 knirpse e. v.,"14129 Berlin, Kaiserstuhlstr. 25",35
1861,lucky kids,"14129 Berlin, Wasgenstr. 75",15
1862,kita „kaiserstuhl“,"14129 Berlin, Normannenstraße 1A",16
1863,ekt - schlachtensee e.v.,"14129 Berlin, Kirchweg 006",15
1864,giardino dei bambini e.v.,"14129 Berlin, Katteweg 29 c",8
1865,ekg - kirchweg 6,"14129 Berlin, Dubrowplatz 4",55
1866,pflegestelle im verbund,"14129 Berlin, Von-der-Trenck-Str. 4",100
1867,ev. kita schlachtensee,"14163 Berlin, Quastheide 001",30
1868,kita zentrum am kleeblatt (nikolassee),"14163 Berlin, Wilskistr. 75",185
1869,ekt - kinderhaus schlachtensee e.v.,"14163 Berlin, Königstr. 43a",42
1870,kita wilskistraße,"14163 Berlin, Markgrafenstr.8",50
1871,kita „königskinder“,"14163 Berlin, Wilskistr. 53",15
1872,kita „markgrafen“,"14163 Berlin, Lissabonallee 28",120
1873,ekg - wilskistr. 53,"14163 Berlin, Ahornstr. 1a",40
1874,montessori-kinderhaus lissabonallee,"14163 Berlin, Hohenzollernstr. 4 - 6",40
1875,kita „ahörnchen”,"14163 Berlin, Wilskistr.55",65
1876,kita „teltower rübchen“,"14163 Berlin, Fischerhüttenstrasse 19",43
1877,advent-kinderhaus waldfriede,"14163 Berlin, Bogotastr. 015A",15
1878,kiddies nature,"14163 Berlin, Forststr. 2 - 4",150
1879,ekg - bogotastr. 15a,"14163 Berlin, Parforceheide 67",5
1880,kita adagio,"14165 Berlin, Pfarrlandstr. 26",16
1881,tagesgroßpflegestelle scheffold,"14165 Berlin, Heimat 67/69",47
1882,kinderhaus schönow e.v.,"14165 Berlin, Heimat 027",16
1883,katholische kindertagesstätte st. otto,"14165 Berlin, Andréezeile 21",45
1884,ekg - heimat 27,"14167 Berlin, Teltower Damm 95",230
1885,ev. kindertagesstätte schönow,"14167 Berlin, Goerzallee 190",36
1886,kita teltower damm 95,"14167 Berlin, Harry-S.-Truman-Allee 3a","<a href=""../berlin/14167/brittendorferweg16.php"" target=""_blank"" title=""Kita ansehen""><b>kita brittendorfer weg</b></a>"
1887,kita loftschloss,"14167 Berlin, Brittendorfer Weg 16",50
1888,phorminis berlin süd,"14167 Berlin, Mühlenstr. 049",15
1889,kita brittendorfer weg,"14167 Berlin, Brittendorfer Weg 16b",48
1890,ekg stephanusgemeinde,"14167 Berlin, Teltower Damm 192",35
1891,la pâquerette - gänseblümchen,"14167 Berlin, McNair-Promenade 54",8
1892,kindertagesstätte clarino,"14167 Berlin, Teltower Damm 101",350
1893,montessori kinderhaus  - petra von der sitt,"14169 Berlin, Clayallee 328-334",55
1894,eföb der j.f.kennedy schule,"14169 Berlin, Onkel-Tom-Str. 064A",12
1895,klax-kindergarten wellenkids,"14169 Berlin, Riemeisterstr.10 - 12",15
1896,ekt - onkel-toms-hütte e.v.,"14169 Berlin, Wilskistr. 36",30
1897,kindergarten st.marien,"14169 Berlin, Wilskistr. 20",23
1898,kiddies daycare,"14169 Berlin, Mörchinger Str. 41",120
1899,kiddies dayschool,"14169 Berlin, Tom-Sawyer-Weg 5",<br/>
1900,kita mörchinger straße,"14193 Berlin, Bismarckallee 17",24
1901,deutsch-englisches kinderhaus tom sawyer dahlem,"14193 Berlin, Koenigsallee 35",16
1902,kindertagesstätte rose garden e.v.,"14193 Berlin, Eichhörnchensteig 3",30
1903,kindergruppe hasensprung e.v.,"14193 Berlin, Koenigsallee 10 a",60
1904,julian stranz,"14193 Berlin, Furtwänglerstr. 005",18
1905,ev. kindertagesstätte grunewald,"14193 Berlin, Trabenerstr. 55",8
1906,ekg - grunewaldgemeinde,"14193 Berlin, Cunostr. 59a","<a href=""../berlin/14193/elgersburger-str2.php"" target=""_blank"" title=""Kita ansehen""><b>ev. kita kreuz</b></a>"
1907,tagesgroßpflege pfuhl / hiller,"14193 Berlin, Elgersburger Str. 2",68
1908,bilby garden - internationaler kindergarten,"14193 Berlin, Bismarckallee 23",105
1909,ev. kita kreuz,"14195 Berlin, Königin-Luise-Straße 86",0
1910,kindertagesstätte johannisches sozialwerk e.v.,"14195 Berlin, Pacelliallee 061",15
1911,kita an der freien universität berlin,"14195 Berlin, Faradayweg 013",13
1912,ekg - pacelliallee 61,"14195 Berlin, Königi-Luise-Str. 86",12
1913,ekg - faradayweg 13,"14195 Berlin, Lentzeallee 8/14",180
1914,ekt - funi-mäuse,"14195 Berlin, Clayallee 92",20
1915,kita international,"14195 Berlin, Auf dem Grat 005",48
1916,montessori gemeinschaftshaus e.v. berlin -dahlem,"14195 Berlin, Flanaganstr. 45",195
1917,ekt - hort der rudolf-steiner-schule e.v.,"14195 Berlin, Clayallee 225c",111
1918,kita flanaganstr. 45,"14195 Berlin, Am Hechtgraben 6-8",83
1919,kiddies international,"14195 Berlin, Lützelsteiner Weg 23/25",62
1920,kita villa papillon,"14197 Berlin, Rauenthaler Str. 11",5
1921,kinderbetreuung lützelsteiner weg e.v.,"14197 Berlin, Kreuznacher Str. 9",20
1922,tagesgroßpflege ricarda leusch,"14197 Berlin, Johannisberger Str. 001",15
1923,"deutsch- englischer kindergarten  ""happy kids ""","14197 Berlin, Laubacher Str. 021",20
1924,ekt - jo + hanne e.v.,"14197 Berlin, Binger Straße 65",40
1925,ekt - jupiter schülerladen e.v.,"14197 Berlin, Schlangenbader Str. 99",30
1926,ekt - kinderhaus binger str. e.v.,"14197 Berlin, Jagen 85",15
1927,ekt - schlange 99 e.v.,"14197 Berlin, Schlangenbader str. 27  / 34",52
1928,waldkindergarten,"14197 Berlin, Rudolf-Mosse-Straße 9-11",40
1929,die glücksburg,"14197 Berlin, Spessartstraße 3",70
1930,ekt - kissi e.v.,"14197 Berlin, Binger Straße 73",60
1931,kita - vaterunser,"14197 Berlin, Landauer Str. 7",10
1932,ev. kindertagesstätte der lindenkirchengemeinde,"14197 Berlin, Laubacher Straße 35",21
1933,integrative tageseinrichtung - kinderbetreuung krings,"14199 Berlin, Platz am Wilden Eber",5
1934,spreepferdchen - waldorforientierte kita,"14199 Berlin, Cunostr. 1",40
1935,kindertagespflege andrea fuchs,"14199 Berlin, Akazienallee 34",20
1936,ekt pünktchen und anton ev.,"14199 Berlin, hohenzollerndamm 130",16
1937,kinderladen akazienhof e.v.,"14199 Berlin, Weinheimer Str.11",18
1938,ekg (orgelpfeifen) kreuzkirche,"14199 Berlin, Kirchstr. 15/16",47
