,kita_name,kita_address,kita_spots
353,kindergarten huttenstr. 22 a,"10553 Berlin, Huttenstr. 22 A",85
354,kita sprachwelt,"10553 Berlin, Rostocker Str. 32a",110
355,kita elfenblume,"10553 Berlin, Rostocker Str. 28",25
356,ekt - flocke e.v.,"10555 Berlin, Bochumer Straße 11",25
357,ekt - mullewapp e.v.,"10555 Berlin, Zwinglistr. 18/19",16
358,ekt - junioren e.v.,"10555 Berlin, Essener Str. 013",18
359,ekt - frecher spatz e.v. (kinderladen),"10555 Berlin, Elberfelder Str. 018",20
360,kita arlecchino,"10555 Berlin, Alt-Moabit 35",21
361,kindergarten hansa-ufer 3,"10555 Berlin, Hansa-Ufer 3",100
362,ekt - momo e.v.,"10555 Berlin, Elberfelder Str. 019",15
363,rosa wolke,"10555 Berlin, Bochumerstr. 2",24
364,kita an der technischen universität und der universität der künste,"10555 Berlin, Siegmunds Hof 17 A",0
365,aladin und die wunderlampe,"10555 Berlin, Alt Moabit 86",50
366,evangelische kita erlöser,"10555 Berlin, Wikingerufer 9",60
367,evangelische otto-kita,"10555 Berlin, Ottostraße 16",0
368,ekt - schneckenhaus e.v.,"10557 Berlin, Thomasiusstr. 026",20
369,ekt - kleckerburg e.v.,"10557 Berlin, Kirchstr. 22",16
370,arlecchino,"10557 Berlin, Claire Waldoff Promenade 6",0
371,kinderstube in berlin ggmbh,"10557 Berlin, Klopstockstraße 1",38
372,kita arlecchino,"10557 Berlin, Werftstr.3",25
373,ina.kinder.garten lüneburger straße,"10557 Berlin, Lüneburger Straße 14",90
374,kinderladen schneckenhaus,"10557 Berlin, Flemmingstr. 11",18
375,ekt - kümmel-lümmel e.v.,"10557 Berlin, Thomasiusstr. 024",0
376, ekt regenbogen e.v.,"10557 Berlin, Calvinstr. 13",18
377,'paradies fÜr kinder',"10557 Berlin, Calvinstrasse 16/17",105
378,kindergarten lehrter str. 39/40,"10557 Berlin, Lehrter Str. 39/40",70
379,evangelische spreekita,"10557 Berlin, Paulstraße 20 d",110
380,kita bellevue,"10557 Berlin, Paulstraße 18",25
381,kita europacity,"10557 Berlin, Lydia-Rabinowitsch-Straße 5",77
382,frÖbel-kindergarten wasserstadt,"10557 Berlin, Hedwig-Porschütz-Straße 6",45
383,kita kleiner frosch,"10559 Berlin, Lübeckerstraße 32",40
384,kindergarten alt-moabit 117,"10559 Berlin, Alt-Moabit 117",120
385,ekt - perle e.v.,"10559 Berlin, Wilsnackerstr.14",20
386,"ekt - panther, tiger und co.","10559 Berlin, Lübecker Str. 13",25
387,kinderladen sagaland,"10559 Berlin, Quitzowstr. 125",16
388,spielraum perlentaucher,"10559 Berlin, Perleberger Straße 47",50
389,kinderladen badehaus,"10559 Berlin, Wilsnacker Str. 62",26
390,kindergarten havelberger str. 21,"10559 Berlin, Havelberger Str. 21",132
391,ekt  maluch,"10559 Berlin, Stephanstr. 17",30
392,kita cheburashka-tiergarten,"10559 Berlin, Wilsnacker Straße 40",23
393,spielraum havelsegler,"10559 Berlin, Havelberger Str. 12",25
394,spielraum stephanshafen,"10559 Berlin, Stephanstraße 53",20
395,kaengoo-kita charlottenburg,"10585 Berlin, Kaiser-Friedrich-Str.100",30
396,ekt - sonnenkinder e.v.,"10585 Berlin, Gierkezeile 42",12
397,ekt - kila spielschloß e.v.,"10585 Berlin, Nithackstr. 013",15
398,ekt windmühle e.v.,"10585 Berlin, Fritschestraße 74",25
399,ekt - karamell e.v.,"10585 Berlin, Gierkezeile 42",21
400,outlaw ggmbh kita kaiser-friedrich-straße,"10585 Berlin, Kaiser-Friedrich Straße 12/13",57
401,evangelischer luisenkindergarten,"10585 Berlin, Gierkeplatz 2",60
402,ekt - pezzettino e.v.,"10587 Berlin, Brauhofstr. 2 a",13
403,kindertagesstätte maikäfer e. v.,"10587 Berlin, Frauenhoferstr . 26",16
404,kindergarten am schloß charlottenburg e.v.,"10587 Berlin, Eosanderstr. 13",103
405,ekt - hoppel-poppel e.v.,"10587 Berlin, Galvanistr. 15",18
406,kita an der technischen universität berlin,"10587 Berlin, Marchstraße 8",0
407,ekt galvanistraße 14 e.v.,"10587 Berlin, Galvanistraße 14",26
408,eikita pünktchen,"10587 Berlin, Alt-Lietzow 7",15
409,villa luna berlin,"10587 Berlin, Helmholtzstraße 34-36",70
410,cip eurokita theo tintenklecks,"10589 Berlin, Mierendorffstr. 21",36
411,kita bewegte kinder,"10589 Berlin, Goslarer Platz 6",23
412,kita cheburashka ii,"10589 Berlin, Mindener Straße 11",18
413,krÜmelkiste,"10589 Berlin, Tegeler Weg 105","<a href=""../berlin/10589/nordhauserstr30.php"" target=""_blank"" title=""Kita ansehen""><b>internationaler kindergarten multi lingua nordhauser straße</b></a>"
414,internationaler kindergarten multi lingua nordhauser straße,"10589 Berlin, Nordhauser Str. 30",125
415,kita remmi demmi am mierendorffplatz,"10589 Berlin, Mierendorffplatz 14",21
416,kinderland - charlottenburg,"10589 Berlin, Kaiserin-Augusta-Allee 041",65
417,kita kamminer schlößchen,"10589 Berlin, Kamminer Str. 9",25
418,charlottenburger teddys,"10589 Berlin, Nordhauser Str. 26",100
419,internationaler kindergarten multi lingua ilsenburger straße,"10589 Berlin, Ilsenburger Straße 37",25
420,kinderladen goethestraße e.v.,"10623 Berlin, Goethestraße 13",26
421,evangelische kita st. ursula,"10623 Berlin, Wegelystraße 12",50
422,kenntnisreich kindertagesstätten - bonifatius buchenblatt ggmbh (umfirmierung beantragt),"10623 Berlin, Uhlandstraße 19",40
423,kinderladen purzelbaum,"10625 Berlin, Schillerstr. 21",15
424,ekt - randale e.v.,"10625 Berlin, Goethestr. 069",16
425,ekg - leibnizstr. 79,"10625 Berlin, Leibnizstr. 079",16
426,kindergarten 'wunderinsel',"10625 Berlin, Marie-Elisabeth-Lüders-Straße 7",0
427,die zauberflöten - kita an der deutschen oper,"10625 Berlin, Bismarckstr. 25",54
428,ekt yoyo e.v.,"10627 Berlin, Kaiser-Friedrich-Str. 60",27
429,ekt - kulturküken e.v.,"10627 Berlin, Schillerstr. 64",24
430,ekt wusel e.v.,"10627 Berlin, Schillerstr. 84",15
431,kinderladen firlefanz e.v.,"10627 Berlin, Stuttgarter Platz 20",15
432,spielhaus-schillerstraße,"10627 Berlin, Schillerstraße 86",<br/>
433,white cockatoo - internationaler kindergarten,"10629 Berlin, Gervinusstr. 17",30
434,kita schlüterstr. 25,"10629 Berlin, Schlüterstr. 25",145
435,ekt - paretz e.v.,"10629 Berlin, Dahlmannstr. 031",15
436,ekt - droysen-mäuse e.v.,"10629 Berlin, Roscherstr. 014",61
437,kita el caracol,"10629 Berlin, Niebuhrstraße 72",bilingualer kindergarten spansch / deutsch e.v.
438,ekt - schlumpfenland e.v.,"10629 Berlin, Wielandstr. 040","<a href=""../berlin/10629/wieland13.php"" target=""_blank"" title=""Kita ansehen""><b>kita el caracol</b></a>"
439,kita el caracol,"10629 Berlin, Wielandstr. 13",bilingualer kindergarten spansch / deutsch e.v.
440,ekg - roscherstr. 6,"10629 Berlin, Roscherstr. 006",15
441,ekt - die schlauen füchse e.v.,"10629 Berlin, Sybelstr. 042",20
442,kita el caracol,"10707 Berlin, Zähringer Straße 14,",43
443,jüdischer kindergarten 'little gems',"10709 Berlin, Münstersche Str.6",48
444,daniel kita der lemiki ggmbh,"10709 Berlin, Münstersche Str. 8",139
445,mi nido - mein nest ggmbh,"10709 Berlin, Nestorstraße 7",65
446,internationaler kindergarten berlin 1984 ggmbh,"10709 Berlin, Ravensberger Straße 5 b",60
447,l'oiseau bleu e.v.,"10709 Berlin, Paulsborner Str. 20",32
448,kinderladen kleine küken ggmbh,"10709 Berlin, Eisenzahnstr. 62",23
449,waldorfkindergarten tomte,"10709 Berlin, Schweidnitzer Straße 3",30
450,miniclub der hochmeisterkirchengemeinde,"10709 Berlin, Paulsborner Str. 86",15
451,abc kindergarten gug,"10709 Berlin, Cicerostr. 63",25
452,kangaroo garden - internationaler kindergarten,"10709 Berlin, Johann-Georg-Str. 9",20
453,beerenkinder kindertagesstätten gemeinnützige ug (haftungsbeschränkt),"10709 Berlin, Johann - Georg - Str. 26",33
454,kita daniel,"10709 Berlin, Münstersche Str. 8",110
455,'wir um vier' e.v.,"10711 Berlin, Ringbahnstraße 13",15
456,ekt - karlotta e.v.,"10711 Berlin, Karlsruher Str. 023",43
457,ekt - georg-wilhelm-kindergruppe e.v.,"10711 Berlin, Joachim-Friedrich-Str. 048",30
458,internationaler kindergarten multi lingua seesener straße,"10711 Berlin, Seesener Straße 44",25
459,kita papillon rouge,"10711 Berlin, Katharinenstrasse 19/20",25
460,ekt - lustige sternschnuppe  e.v.,"10713 Berlin, Aachener Str. 42","<a href=""../berlin/10713/barstrasse28.php"" target=""_blank"" title=""Kita ansehen""><b>kleine knöpfe -kindertagespflege im verbund</b></a>"
461,kleine knöpfe -kindertagespflege im verbund,"10713 Berlin, Barstraße 28",10
462,kita 'aufgepasst',"10713 Berlin, Aachener Straße 45",15
463,ekt manimatschi e.v.,"10713 Berlin, Gieselerstr. 25",18
464,kleine panther e.v.,"10713 Berlin, Aachener Str.42",14
465,kinderladen maikäfer e.v.,"10713 Berlin, Brandenburgische Str. 75",21
466,kita „eulenspiegel“,"10713 Berlin, Sigmaringer Str.16",25
467,kinderladen 'dreckspatzen' e.v.,"10713 Berlin, Sigmaringer Str. 16",18
468,kinderladen kleine kueken ggmbh,"10713 Berlin, Brandenburgische Straße 83/85",25
469,ekt - rosa e.v.,"10715 Berlin, Wilhelmsaue 132",20
470,ekt - hildegarten e.v.,"10715 Berlin, Hildegardstr. 16A",14
471,eltern-kind-gruppe der vaterunser-kirchengemeinde,"10715 Berlin, Detmolder Straße 17",15
472,ekt - kinder - land in sicht e.v.,"10715 Berlin, Babelsberger Str. 43",30
473,ekt - paul und klärchen e.v.,"10715 Berlin, Mainzer Str. 26A",15
474,kita el caracol,"10715 Berlin, Straße am Schoelerpark 32",80
475,kinderladen wexstraße,"10715 Berlin, Wexstraße 23",20
476,kinderladen 'kinderland',"10715 Berlin, Wilhelmsaue 18",15
477,asilo italiano,"10715 Berlin, Badensche Str. 29",34
478,bilinguales montessori-kinderhaus 'kipsi',"10715 Berlin, Weimarische Straße 20",50
479,kindergarten schlumpfenland e.v.,"10715 Berlin, Koblenzer Straße 21","<a href=""../berlin/10715/lauser.php"" target=""_blank"" title=""Kita ansehen""><b>ekt - die lauser e.v.</b></a>"
480,ekt - die lauser e.v.,"10715 Berlin, Koblenzer Str. 7",16
481,ekt - girasole e.v.,"10715 Berlin, Durlacher Str. 27",32
482,ekt - chiquitita e.v.,"10715 Berlin, Am Volkspark 83",40
483,eikita arche noah e.v.,"10715 Berlin, Hildegardstr. 16",21
484,ekt 'wilde hummeln' e.v.,"10715 Berlin, Mehlitzstraße 8",18
485,eikita felix e.v.,"10715 Berlin, Wexstraße 20",16
486,ekt - spielhäuschen e.v.,"10715 Berlin, Mainzer Str. 24",12
487,piccolino e. v.,"10715 Berlin, Babelsberger str.40",14
488,kinderladen mainzelmännchen,"10715 Berlin, Mainzer Straße 25",15
489,kita kinderkiez,"10715 Berlin, Wexstraße 22",16
490,tagesgroßpflegestelle tüffetüff,"10715 Berlin, Am Volkspark 77",10
491,wilde hilde e.v.,"10715 Berlin, Hildegardstr. 13",16
492,villa comenius e.v. verein für integrative hortbetreuung,"10715 Berlin, Wilhelmsaue 116-117",0
493,waldorfkindergarten rosenhof e.v.,"10715 Berlin, Weimarische Str. 5",24
494,sankofa kita e.v.,"10717 Berlin, Bundesallee 38",45
495,aventura nikolsburg,"10717 Berlin, Nikolsburger Platz 6-7",0
496,ekt - donnerbagger e.v.,"10717 Berlin, Fechnerstr. 13",14
497,tagesgrosspflegestelle` find-us',"10717 Berlin, Holsteinische Str. 24",8
498,ekt - narrenfreiheit e.v.,"10717 Berlin, Nassauische Str. 20",15
499,ekt - verein schülerzentrum e.v.,"10717 Berlin, Holsteinische Str. 031",15
500,ekt - phönix e.v.,"10717 Berlin, Nassauische Str. 062",16
501,kant-kindergarten,"10717 Berlin, Bundesallee 186/187",85
502,hort der johannes-schule-berlin,"10717 Berlin, Bundesallee 38",28
503,ekt - grobi e.v.,"10717 Berlin, Fechnerstr. 024",20
504,ekt - prinz güntzel e.v.,"10717 Berlin, Prinzregentenstr. 90",25
505,kinderladen ourania,"10717 Berlin, Holsteinische Straße 55","deutsch, griechisch, sprachförderung"
506,kindergarten für musische und sprachliche erziehung e.v.,"10717 Berlin, Gasteiner Str. 14",35
507,kinderladen trolle e.v.,"10717 Berlin, Nikolsburger Str. 8-9",15
508,kindergarten der schwedischen victoriagemeinde berlin e.v,"10717 Berlin, Landhausstr.26-28",17
509,finowkids e.v.,"10719 Berlin, Pariser Straße 3",entfaltung der eigenen persönlichkeit durch individuelle forderung und förderung
510,kita el caracol,"10719 Berlin, Pfalzburger Straße 14",45
511,lilolei - deutsch-englischer kindergarten,"10719 Berlin, Pfalzburger Str. 62",<br/>
512,ekg 'flohzirkus',"10777 Berlin, Viktoria-Luise-Platz 1",16
513,ekt - l'angolino e.v.,"10777 Berlin, Ansbacher Strasse 41",26
514,kinderladen abrakadabra,"10777 Berlin, Motzstr. 63",14
515,kita motzstraße,"10777 Berlin, Motzstr. 33",165
516,ekt knuddelmuddel e.v.,"10777 Berlin, Ansbacher Str. 63",18
517,kita viktoria-luise,"10777 Berlin, Viktoria-Luise-Platz 1",55
518,kinderladen zauberhaus,"10777 Berlin, Geisbergstr. 28",33
519,die flunkerfische,"10777 Berlin, Fuggerstraße 7",10
520,kenntnisreich kindertagesstätte nollendorfstrasse,"10777 Berlin, Nollendorfstraße 31",55
521,ina.kinder.garten rosenheimer straße,"10779 Berlin, Rosenheimer Straße 20b",100
522,kindergarten rasselbande,"10779 Berlin, Nachodstr.19","<a href=""../berlin/10779/heilbronner-str-21.php"" target=""_blank"" title=""Kita ansehen""><b>verbundkindertagespflege wurzelzwerge</b></a>"
523,verbundkindertagespflege wurzelzwerge,"10779 Berlin, Heilbronner Straße 21",10
524,ekt - fidibus e.v.,"10781 Berlin, Kyffhäuserstr. 018",17
525,kita des pestalozzi-fröbel-hauses,"10781 Berlin, Barbarossastr. 64",75
526,minipfiff,"10781 Berlin, Schwäbische Str. 17",22
527,ekt - kajtek e.v.,"10781 Berlin, Hohenstaufenstr. 064",18
528,kinderladen feuerkäfer e.v.,"10781 Berlin, Frankenstr. 15",15
529,ina.kinder.garten dresdener straße,"10781 Berlin, Frankenstraße 8-9","bewegung, integration"
530,eikita konfetti e.v.,"10781 Berlin, Gleditschstr. 40",13
531,ekt - frechdachs e.v.,"10781 Berlin, Rosenheimer Straße 28",15
532,schülerladen nina e.v.,"10781 Berlin, Barbarossastraße 2",22
533,ekt - bülowstr. e.v.,"10783 Berlin, Bülowstr. 52 / A5",15
534,ekg - an der apostelkirche 1,"10783 Berlin, An der Apostelkirche 001,",15
535,ina.kinder.garten bülowstraße,"10783 Berlin, Bülowstr. 35",160
536,haus der kinder,"10783 Berlin, Kurmärkische Str. 2-8",130
537,ekt murkel e.v,"10783 Berlin, Mansteinstraße 6",13
538,tagespflege seesterne,"10783 Berlin, Zietenstraße 22",10
539,la luna,"10783 Berlin, Zietenstr. 26",10
540,ekt - cocorico et co e.v.,"10785 Berlin, Kluckstraße 29",18
541,ekt - kinderkollektiv 70 e.v.,"10785 Berlin, Derfflingerstr. 12",26
542,kita sonnenschein,"10785 Berlin, Pohlstr. 87",110
543,interkulturelle kita 'goldenes schlüsselchen' (deutsch-russisch-jüdisch),"10785 Berlin, Kurfürstenstraße 135",48
544,frÖbel-kindergarten „stepping stones“,"10785 Berlin, Lützowstr. 106",136
545,ina.kinder.garten lützowstraße,"10785 Berlin, Lützowstraße 61a",0
546,ekt - pädagogisches zentrum bissingzeile e.v.,"10785 Berlin, Bissingzeile 5",48
547,kids company (privat),"10785 Berlin, Lützowplatz 1",30
548,kita flottwellstraße,"10785 Berlin, Flottwellstraße 44A",32
549,kita bahnhof,"10785 Berlin, Lützowstraße 68",25
550,ekt - kids 2000 e.v.,"10787 Berlin, Katharina-Heinroth-Ufer 1",39
551,die augsburg,"10789 Berlin, Augsburger Str. 12",156
552,ev. apostel-paulus-kita,"10823 Berlin, Klixstr. 2",36
553,kita des pestalozzi-fröbel-hauses,"10823 Berlin, Belziger Str.  12-14",46
554,ekt humpty dumpty e.v.,"10823 Berlin, Wartburgstraße 6",22
555,kinderladen trolle schöneberg e.v.,"10823 Berlin, Apostel-Paulus-Str. 35",17
556,ekt - nusskasper e.v.,"10823 Berlin, Merseburger Str. 004",14
557,affentheater e.v. - ekt kinderladen in berlin schöneberg,"10823 Berlin, Merseburger Str. 5",15
558,purzelbaum,"10823 Berlin, Eisenacher Strasse 81",60
559,sternenkita,"10823 Berlin, Apostel-Paulus-Str. 33",15
560,kita alt-schöneberg,"10823 Berlin, Dominicusstr. 21 A",70
561,ev. kita alt-schöneberg,"10823 Berlin, Dominicusstr. 21 a",65
562,ekt kleine ungeheuer e.v.,"10823 Berlin, Vorbergstr. 2",16
563,ekt amtomokarasachmo e.v.,"10825 Berlin, Salzburger Str. 7",15
564,ekt stadtpiraten e.v.,"10825 Berlin, Koburger Str. 14",18
565,kita an der hochschule für wirtschaft und recht berlin,"10825 Berlin, Badensche Straße 50/51",0
566,tagesgroßpflege ' himpelchen - pimpelchen',"10825 Berlin, Koburger Str. 4",9
567,verbundpflegestelle erichsen,"10827 Berlin, Gutzkowstr.8a","<a href=""../berlin/10827/die-rosen.php"" target=""_blank"" title=""Kita ansehen""><b>ekt - die rosen/selbsthilfeprojekt f.frauen e.v.</b></a>"
568,ekt - die rosen/selbsthilfeprojekt f.frauen e.v.,"10827 Berlin, Hauptstr. 036",36
569,kinderladen rübezahl,"10827 Berlin, Feurigstraße 53",16
570,kita am lassenpark,"10827 Berlin, Hauptstr. 43",60
571,kindertagespflege windelflitzer,"10827 Berlin, Kärntener Straße 29",8
572,ekt a.m.s.e.l. e.v.,"10827 Berlin, Ebersstr.40",17
573,onnimanni e.v.,"10827 Berlin, Kärntener Straße 11",24
574,eikita zappzarapp e. v,"10827 Berlin, Ebersstrasse 12",13
575,kita crellestraße,"10827 Berlin, Crellestraße 16b",113
576,ina.kinder.garten neue steinmetzstraße,"10827 Berlin, Neue Steinmetzstraße 1-3",80
577,silas - kindertagesstätte,"10827 Berlin, Großgörschenstr. 10",45
578,kita regenbogen,"10827 Berlin, Ebersstr. 19",120
579,kinderladen stadtmäuse e. v.,"10827 Berlin, Ebersstraße 18",23
580,kinderladen elefanten e. v.,"10827 Berlin, Eberstrasse 12 a",15
581,europa-kindergarten max und moritz,"10827 Berlin, Kärntener Straße 27","bilingual, englisch / französisch"
582,waldorforientierte kindertagespflege,"10827 Berlin, Feurigstrasse 22",8
583,sternenkrippe,"10827 Berlin, Ebersstr. 83",10
584,little wombat,"10829 Berlin, Naumannstr. 6","<a href=""../berlin/10829/brunhildstrasse15.php"" target=""_blank"" title=""Kita ansehen""><b>kinder-garten brunhildstrasse</b></a>"
585,kinder-garten brunhildstrasse,"10829 Berlin, Brunhildstrasse 15",50
586,kita königin-luise,"10829 Berlin, Cheruskerstr. 30",0
587,die sternschnuppen,"10829 Berlin, Naumannstr. 13",10
588,kinderladen pusteblume e.v.,"10829 Berlin, Geßlerstraße 8",16
589,ekt - die knospen/selbsthilfeprojekt für frauen e.v.,"10829 Berlin, Naumannstr. 007",18
590,ekt lilo leopard e.v.,"10829 Berlin, Gotenstraße 71",12
591,kita hochkirchstraße,"10829 Berlin, Hochkirchstrasse 15 / 18",85
592,boot-kita sonneninsel,"10829 Berlin, Leberstr. 69/77","naturwissenschaften, förderung von hochbegabten kindern, bewegung/psychomotorik, ästhetische bildung, integration/inklusion"
593,ekt die meckerbeine,"10829 Berlin, Cheruskerstr. 17",12
594,ekt - brei nach neun e.v.,"10829 Berlin, Leuthener Straße 8",17
595,bunte knospe,"10829 Berlin, Gustav-Müller-Platz 5",16
596,'tolle erdlinge',"10829 Berlin, Naumannstr.10",8
597,ekt kinderladen-neu e.v.,"10961 Berlin, Fürbringerstraße 57",20
598,klara kirschkern,"10961 Berlin, Nostitzstr. 25",16
599,ekt monumentenbande e.v.,"10961 Berlin, Monumentenstrasse 16",0
600,ekt - die panzerknacker e.v.,"10961 Berlin, Riemannstraße 17",32
601,ekt - springteufel e.v.,"10961 Berlin, Mittenwalder Straße 47",44
602,kindervilla waldemar e. v.,"10961 Berlin, Johanniter Straße 17",105
603,guten tag kinder e.v.,"10961 Berlin, Fürbringerstraße 27",14
604,kinderladen tigerente,"10961 Berlin, Bergmannstraße 12",15
605,integrationskinderladen fidicinis,"10961 Berlin, Solmsstraße 22",24
606,kita 'arche' der ev. kirchengemeinde heilig kreuz-passion,"10961 Berlin, Zossener Str. 22a",94
607,zippel-zappel,"10961 Berlin, Heimstr. 15",17
608,europa-kita der awo kreisverband kreuzberg e.v.,"10961 Berlin, Blücherstr. 046",75
609,kita lingulino,"10961 Berlin, Solmsstraße 1",130
610,löwenherz und spunk e.v.,"10961 Berlin, Bergmannstr. 68","sport, snoozeln, musik, ausflüge, bio-essen, kinderladen-reisen, vorschularbeit"
611,löwenherz&spunk e.v.,"10961 Berlin, Bergmannstraße 68",17
612,kita baerwald,"10961 Berlin, Baerwaldstr. 18",185
613,zwergenburg,"10961 Berlin, Bergmannstr. 5-7",18
614,strandpiraten,"10961 Berlin, Schleiermacher Straße 8",10
615,kita sonnenschein,"10963 Berlin, Wartenburgstr. 6",140
616,ekt - trompete e.v.,"10963 Berlin, Großbeerenstr. 13",15
617,kinderladen emmaapfel,"10963 Berlin, Hornstraße 13","<a href=""../berlin/10963/kindertreff3.php"" target=""_blank"" title=""Kita ansehen""><b>ekt - kitt - kindertreff tabor e.v.</b></a>"
618,ekt - kitt - kindertreff tabor e.v.,"10963 Berlin, Bernburger Str. 003",15
619,montessori kinderladen nasreddin,"10963 Berlin, Großbeerenstr. 94",35
620,kita im tam - interkulturelles familienzentrum,"10963 Berlin, Wilhelmstr. 116/117",100
621,ev. jesus christus kindertagesstätte,"10963 Berlin, Wartenburgstr. 7",70
622,russisch-deutsche kita bienchen,"10963 Berlin, Hedemannstr. 7",24
623,ekt 'monumentenbande' e.v.,"10965 Berlin, Monumentenstr. 16",15
624,ekt - milli-vanilli e.v.,"10965 Berlin, Willibald-Alexis-Str. 039",18
625,wildblume i,"10965 Berlin, Heimstraße 16",15
626,kalle kirschkern,"10965 Berlin, Fidicinstr. 32",15
627,ekt - krötenpfuhl e.v.,"10965 Berlin, Heimstr. 7",18
628,ekt - wildblume e.v.,"10965 Berlin, Heimstr. 17",13
629,ekt - kinderladen luftabong e.v.,"10965 Berlin, Yorckstraße 88 H",18
630,kindertagesstätte faros - leuchtfeuer,"10965 Berlin, Kreuzbergstr. 47",106
631,ekt combo e.v.,"10965 Berlin, Willibald-Alexis-Str. 43",20
632,zinnober e.v.,"10965 Berlin, Hagelberger straße 52",46
633,wildblume iii,"10965 Berlin, Fidicinstr.10",15
634,finofleur,"10965 Berlin, Jüterboger straße 8",15
635,deutsch/englischer kinderladen 'wild poppies',"10965 Berlin, Fidicinstr. 23",15
636,ekt - veda-lila kindergarten e.v.,"10965 Berlin, Arndtstr. 042",15
637,minikrümel,"10965 Berlin, Bergmannstr. 3",15
638,ekt - macht nix e.v.,"10965 Berlin, Kreuzbergstr. 045",13
639,ekt katzbachpiraten e. v.,"10965 Berlin, Katzbachstr. 19",23
640,ekt - krümelmonster e.v. - vorschule und freier schülerladen,"10965 Berlin, Möckernstr. 76",20
641,ekt neues aus kreuzberg e.v.,"10965 Berlin, Katzbachstr. 29",25
642,aalem el atfal-welt der kinder e.v. 'ekt al naml-die ameisen',"10965 Berlin, Dudenstr.17",25
643,kinderladen kulturschlüssel e.v.,"10965 Berlin, Großbeerenstr 56C",23
644,evangelische kita 1,"10965 Berlin, Schwiebusser Straße 6",34
645,kinder werk stadt e.v.,"10967 Berlin, Fichtestraße 19a",16
646,islamischer frauenverein cemiyet-i nisa e.v.,"10967 Berlin, Böckhstr. 12",15
647,eikita 'die optimisten' e.v.,"10967 Berlin, Grimmstraße 1 a",13
648,ekt - räuberhöhle e.v.,"10967 Berlin, Planufer 92",18
649,jule kirschkern,"10967 Berlin, Hasenheide 56",24
650,islamischer frauenverein cemiyet-i nisa e.v.,"10967 Berlin, Jahnstr. 014",30
651,der kleine horrorladen,"10967 Berlin, Gräfestraße 84",13
652,ekt - minife e.v.,"10967 Berlin, Fichtestr. 30","<a href=""../berlin/10967/alles-banane.php"" target=""_blank"" title=""Kita ansehen""><b>alles banane e.v.</b></a>"
653,alles banane e.v.,"10967 Berlin, Graefestraße 39",18
654,ekt - kila kreuzbären e.v.,"10967 Berlin, Boppstr. 009",25
655,ekt mondsichel,"10967 Berlin, Boppstraße 4",36
656,ekt - knulp e.v.,"10967 Berlin, Jahnstr. 7",20
657,ekt - pittiplatsch e.v.,"10967 Berlin, Böckhstr. 035",13
658,ekt - knatterpampe e.v.,"10967 Berlin, Böckstr. 45",15
659,ekt - biberzahn e.v.,"10967 Berlin, Jahnstr. 005",44
660,islamischer frauenverein cemiyet-i nisa e.v.,"10967 Berlin, Böckhstraße 11","<a href=""../berlin/10967/dieffenbachstr27.php"" target=""_blank"" title=""Kita ansehen""><b>e k t spreepiraten e.v.</b></a>"
661,e k t spreepiraten e.v.,"10967 Berlin, Dieffenbachstr. 27",20
662,ekt - herzichtgarten e.v.,"10967 Berlin, Körtestr. 017",15
663,evangelische kita melanchthon,"10967 Berlin, Planufer 84",45
664,ekt - wohnhof e.v.,"10969 Berlin, Markgrafenstr. 8",14
665,kindervilla waldemar e. v.,"10969 Berlin, Markgrafenstraße 15a",60
666,kindergarten kochstr. 8,"10969 Berlin, Kochstr. 8",200
667,ekt - zappergeck e.v.,"10969 Berlin, Alexandrinenstr. 1B",21
668,ina.kinder.garten markgrafenstraße,"10969 Berlin, Markgrafenstraße 80",110
669,kindergarten lobeckstr. 11,"10969 Berlin, Lobeckstr. 11",90
670,kita oranienstraße,"10969 Berlin, Oranienstraße 56",86
671,kita ritterburg,"10969 Berlin, Ritterstrasse 35",105
672,outlaw ggmbh kita ritterstrasse,"10969 Berlin, Ritterstr. 11",35
673,kita kotti e.v.,"10969 Berlin, Alte Jakobstr.173",26
674,evangelische kita st. simeon,"10969 Berlin, Wassertorstraße 21 a",90
675,wildfang kindergarten auf dem dach,"10969 Berlin, Prinzenstrasse 85D",70
676,sieben geißlein,"10969 Berlin, Oranienstraße 104",5
677,kinderladen zumpelchen,"10997 Berlin, Muskauer Straße 11a",15
678,ekt mauseblitz,"10997 Berlin, Cuvrystr. 22",19
679,kinderladen whistcastle e.v.,"10997 Berlin, Görlitzer Str. 33",15
680,kinderladen 'trau dich' e.v.,"10997 Berlin, Eisenbahnstraße 13",25
681,ekt - krümelkinder e.v.,"10997 Berlin, Cuvrystr. 21",25
682,kinderladen rübezahl,"10997 Berlin, Falckensteinstr.20","<a href=""../berlin/10997/kh-waldemar.php"" target=""_blank"" title=""Kita ansehen""><b>ekt - kinderhaus waldemar</b></a>"
683,ekt - kinderhaus waldemar,"10997 Berlin, Waldemarstr. 57-58",85
684,ekt - muskauer str. 30 e.v.,"10997 Berlin, Muskauer Str. 030",12
685,fürkinder e.v,"10997 Berlin, ",18
686,ev. kita st. petri,"10997 Berlin, Wrangelstraße 31",30
687,integrationskinderladen kinder aus kreuzberg e.v.,"10997 Berlin, Lausitzer Platz 2",22
688,montessori-kinderhaus naunynstraße,"10997 Berlin, Naunynstraße 69","<a href=""../berlin/10997/schokoschnute.php"" target=""_blank"" title=""Kita ansehen""><b>ekt - schokoschnute</b></a>"
689,ekt - schokoschnute,"10997 Berlin, Naunynstr. 72",20
